Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
13219,India,"Rice, paddy",2006,31759,1083.0,37423.0,25.85
2552,Brazil,Cassava,1990,125529,1761.0,49695.0,25.29
6975,Croatia,Maize,2000,40701,1113.0,2661.0,11.45
27817,Uruguay,Wheat,2005,29583,1300.0,9232.47,17.13
1665,Australia,"Rice, paddy",2011,95441,534.0,47632.99,17.71
18298,Malawi,Cassava,1998,54939,1181.0,131.59,20.92
8916,Germany,Maize,1992,72348,700.0,29542.0,9.84
15224,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.3
7963,Ecuador,Soybeans,2009,16585,2274.0,9666.87,17.76
12877,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.95
25009,South Africa,Potatoes,2007,330590,495.0,26857.0,18.98
17665,Latvia,Potatoes,2010,160797,641.0,1027.5,5.67
1811,Austria,Potatoes,1999,307044,1110.0,3418.6,9.17
3527,Brazil,Yams,1999,92000,1761.0,127585.0,26.66
9983,Haiti,Yams,1990,50000,1440.0,17.14,27.11
4295,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,27.54
602,Argentina,Cassava,2005,100000,591.0,65437.73,17.83
12300,India,Maize,2000,18216,1083.0,44957.52,25.11
24445,Senegal,Sorghum,2009,9357,686.0,649.88,25.01
24711,South Africa,Soybeans,1995,8954,495.0,18025.0,20.73
28225,Zimbabwe,Wheat,2011,26274,657.0,3340.35,20.78
21703,Pakistan,Maize,1990,14014,494.0,5299.0,23.14
10360,Honduras,Sorghum,2013,11980,1976.0,7194.91,24.86
18629,Mali,Sweet potatoes,2004,165227,282.0,8.67,28.07
24283,Saudi Arabia,Wheat,2007,56844,59.0,4216.71,26.58
26825,Turkey,Maize,2002,42163,593.0,27915.0,19.54
14167,India,Sweet potatoes,2011,92456,1083.0,55540.0,26.0
22375,Pakistan,Soybeans,2000,12160,494.0,27885.0,19.68
23076,Pakistan,Sweet potatoes,2012,86553,494.0,990.09,26.11
13476,India,Wheat,2007,27079,1083.0,27422.77,25.46
6107,Canada,Maize,2013,95878,537.0,81659.8,10.11
23596,Poland,Wheat,2013,44367,600.0,22204.46,9.32
16427,Japan,Wheat,1995,29319,1668.0,79821.18,14.97
13856,India,Cassava,2010,347555,1083.0,40093.69,26.82
25529,Spain,Sweet potatoes,2006,168349,636.0,39767.0,17.81
24535,Slovenia,Maize,2009,78371,1162.0,1162.87,11.06
15250,Indonesia,Potatoes,2010,159445,2702.0,1597.0,26.94
27701,United Kingdom,Wheat,2012,66571,1220.0,17718.64,8.08
23767,Qatar,Wheat,2000,23056,74.0,68.0,28.06
21854,Pakistan,"Rice, paddy",1992,23686,494.0,5518.0,22.36
26225,Tajikistan,Potatoes,2001,132600,691.0,452.56,9.16
18305,Malawi,Cassava,1999,54563,1181.0,123.64,20.26
10603,India,Sorghum,1990,8136,1083.0,75000.0,25.68
22011,Pakistan,Wheat,1994,18935,494.0,6183.0,22.93
22017,Pakistan,Maize,1995,16908,494.0,7681.0,24.58
874,Australia,Soybeans,1991,15551,534.0,17866.0,16.78
6877,Colombia,Wheat,2010,17697,3240.0,48618.46,27.54
27137,Turkey,Sorghum,2013,26544,593.0,39440.0,14.07
1626,Australia,Sorghum,2010,30279,534.0,42169.39,12.37
18092,Madagascar,Potatoes,1994,58442,1513.0,76.15,19.96
107,Algeria,Sorghum,1991,24231,89.0,2461.8,16.26
13240,India,Sorghum,2006,8803,1083.0,37423.0,26.43
15359,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.3
15957,Italy,"Rice, paddy",2009,67941,832.0,74172.0,13.28
19085,Mexico,Soybeans,1991,21218,758.0,34468.93,16.13
976,Australia,Maize,1994,46620,534.0,21057.0,16.43
3819,Brazil,Yams,2002,92000,1761.0,145552.0,21.3
11842,India,Sorghum,1997,6920,1083.0,52279.0,26.53
21717,Pakistan,Potatoes,1990,104002,494.0,5299.0,26.23
24263,Saudi Arabia,Potatoes,2005,243565,59.0,3875.97,26.47
15701,Italy,Maize,1990,76375,832.0,100596.4,12.83
5193,Burundi,Wheat,1995,7440,1274.0,144.2,21.55
1018,Australia,Maize,1995,48263,534.0,25598.0,16.14
20993,Namibia,Potatoes,2002,130435,285.0,56.0,20.76
18198,Madagascar,Sorghum,2008,6063,1513.0,112.11,19.79
24662,South Africa,Sweet potatoes,1993,37333,495.0,16582.0,16.01
2400,Belarus,Maize,2000,23077,618.0,8306.31,7.52
6945,Croatia,Maize,1994,45529,1113.0,3046.67,11.33
4646,Brazil,Potatoes,2012,274457,1761.0,346583.0,18.8
19868,Mexico,Wheat,2004,44871,758.0,26433.14,19.56
25506,Spain,Soybeans,2005,24907,636.0,41017.0,12.26
21143,Nepal,"Rice, paddy",2012,33120,1500.0,410.32,15.2
949,Australia,"Rice, paddy",1993,76400,534.0,23899.0,13.81
22633,Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,26.8
22072,Pakistan,Wheat,1995,20811,494.0,7681.0,22.61
5674,Canada,Maize,1994,73748,537.0,29206.0,6.52
10259,Honduras,Potatoes,2001,170700,1976.0,1141.0,24.4
15003,Indonesia,"Rice, paddy",2002,44691,2702.0,1597.0,27.49
21770,Pakistan,Maize,1991,14235,494.0,5962.0,24.38
11419,India,Maize,1995,15946,1083.0,61257.0,25.76
18568,Mali,Yams,1996,37143,282.0,26.51,27.64
26695,Turkey,Wheat,1996,19852,593.0,30286.0,19.47
12239,India,Sweet potatoes,1999,85744,1083.0,46195.0,26.21
26767,Turkey,Soybeans,1999,27500,593.0,33089.0,13.02
16558,Japan,Yams,1998,200786,1668.0,79821.18,16.39
8217,Egypt,Wheat,1999,63467,51.0,4823.0,21.46
25613,Spain,Sweet potatoes,2010,187394,636.0,39043.0,16.51
26094,Switzerland,Maize,1994,87490,1537.0,1922.5,8.78
12822,India,Maize,2004,19073,1083.0,35113.0,26.64
7254,Dominican Republic,Plantains and others,2000,94268,1410.0,5082.0,26.37
21900,Pakistan,Potatoes,1993,122809,494.0,4945.0,25.04
27828,Uruguay,Sorghum,2007,38000,1300.0,14057.2,16.53
4359,Brazil,"Rice, paddy",2009,44049,1761.0,335742.0,18.38
11730,India,Wheat,1996,24828,1083.0,56114.0,24.78
25895,Suriname,Maize,1990,21575,2331.0,217.0,26.87
18673,Mali,Soybeans,2009,6274,282.0,4.12,27.89
21189,Netherlands,Wheat,2002,78145,778.0,9700.44,10.64
20188,Mexico,Wheat,2009,49688,758.0,61690.08,19.81
27802,Uruguay,Sweet potatoes,2002,100000,1300.0,5184.5,17.06
14497,India,Soybeans,2013,10123,1083.0,45620.0,27.11
15437,Iraq,Wheat,1994,7431,216.0,692.0,20.02
11883,India,Sweet potatoes,1997,84850,1083.0,52279.0,26.38
20927,Mozambique,Maize,2010,12024,1032.0,1187.1,22.1
19632,Mexico,Potatoes,2000,239420,758.0,34468.93,21.12
18761,Mauritania,Yams,1996,63045,92.0,39.09,27.93
6393,Chile,Potatoes,2000,164821,1522.0,14264.54,12.99
5120,Burkina Faso,"Rice, paddy",2011,17676,748.0,843.0,29.03
5239,Burundi,Yams,2000,60175,1274.0,109.87,21.32
2504,Botswana,Wheat,1998,16667,416.0,17.0,20.05
10371,Hungary,Potatoes,1991,144746,589.0,8069.0,9.66
11364,India,Wheat,1994,23796,1083.0,61357.0,25.22
7391,Dominican Republic,Sweet potatoes,2009,77468,1410.0,5975.25,26.88
19533,Mexico,Soybeans,1998,15978,758.0,34468.93,16.21
8954,Germany,Potatoes,1995,314059,700.0,30090.0,9.75
16494,Japan,"Rice, paddy",1997,64163,1668.0,79821.18,13.43
1417,Australia,Sorghum,2005,26629,534.0,34310.0,14.38
15186,Indonesia,Soybeans,2008,13119,2702.0,1597.0,25.32
10946,India,Sorghum,1992,9820,1083.0,70791.0,25.16
11391,India,Cassava,1995,252775,1083.0,61257.0,25.5
17385,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,6.07
4077,Brazil,Sorghum,2006,22223,1761.0,238716.0,27.34
18534,Mali,Maize,1993,11029,282.0,33.19,27.55
6560,Colombia,Maize,1992,15175,3240.0,15305.94,22.67
12521,India,"Rice, paddy",2001,31158,1083.0,43720.04,26.91
22396,Pakistan,Maize,2001,17631,494.0,11871.0,23.62
8437,El Salvador,"Rice, paddy",1994,43353,1784.0,3630.31,26.33
14610,Indonesia,Soybeans,1991,11369,2702.0,3259.0,25.27
17122,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.0
17873,Libya,Wheat,1992,10015,56.0,87.0,19.03
16479,Japan,Maize,1997,24771,1668.0,79821.18,15.89
2611,Brazil,Sweet potatoes,1990,101661,1761.0,49695.0,17.77
4155,Brazil,Potatoes,2007,240356,1761.0,304031.0,19.05
12672,India,Potatoes,2002,194173,1083.0,42482.56,26.63
10649,India,Sweet potatoes,1990,79663,1083.0,75000.0,25.44
5703,Canada,Maize,1995,72528,537.0,32223.4,8.49
21866,Pakistan,Soybeans,1992,6051,494.0,5518.0,26.91
27663,United Kingdom,Potatoes,2009,444167,1220.0,21324.22,9.59
8851,France,"Rice, paddy",2007,46354,867.0,77255.0,11.75
17595,Kenya,"Rice, paddy",2010,42384,630.0,1578.0,16.82
4791,Brazil,Sweet potatoes,2013,130913,1761.0,367778.0,20.07
25319,Spain,Sweet potatoes,1995,181389,636.0,27852.0,17.33
319,Angola,Sweet potatoes,2006,44240,1010.0,40.0,24.14
9432,Greece,Soybeans,2007,21121,652.0,7345.7,18.67
18328,Malawi,Plantains and others,2002,75000,1181.0,134.25,20.76
10567,India,Potatoes,1990,157136,1083.0,75000.0,25.64
15389,Iraq,Wheat,1990,10129,216.0,692.0,19.76
14102,India,"Rice, paddy",2011,35878,1083.0,55540.0,25.63
5913,Canada,Wheat,2004,26409,537.0,36138.0,8.95
25949,Suriname,Maize,1999,10000,2331.0,163.67,27.07
25394,Spain,"Rice, paddy",1999,75388,636.0,33614.0,17.14
21514,Niger,Sweet potatoes,1992,103275,151.0,62.0,28.99
7232,Dominican Republic,Yams,1998,61802,1410.0,4375.0,27.16
9978,Haiti,Plantains and others,1990,70238,1440.0,17.14,27.11
9004,Germany,Potatoes,1999,374989,700.0,30019.0,5.55
10170,Honduras,Plantains and others,1991,153416,1976.0,6289.7,24.61
5790,Canada,Wheat,1998,22550,537.0,41275.6,7.0
28023,Zambia,Soybeans,2009,18893,1020.0,1670.0,20.76
5806,Canada,Soybeans,1999,27698,537.0,44293.0,8.29
6158,Central African Republic,Cassava,1994,30988,1342.0,2.16,25.39
1860,Austria,Maize,2012,107025,1110.0,3563.3,9.42
15976,Italy,Sweet potatoes,2010,189956,832.0,71613.0,7.05
8598,Eritrea,Potatoes,1996,79592,383.0,4.44,24.36
5430,Cameroon,Plantains and others,1998,67958,1604.0,258.02,25.66
10302,Honduras,Maize,2007,16922,1976.0,5283.93,24.55
19199,Mexico,Sorghum,1993,29408,758.0,34468.93,16.23
24334,Senegal,Maize,1990,11411,686.0,384.0,25.13
16926,Japan,Sweet potatoes,2008,248403,1668.0,58750.0,13.31
23281,Papua New Guinea,Sorghum,2009,38182,3142.0,105.0,25.08
3464,Brazil,Potatoes,1999,164604,1761.0,127585.0,24.01
20101,Mexico,Sorghum,2008,35965,758.0,61732.11,17.21
23229,Papua New Guinea,Maize,2001,59286,3142.0,105.0,25.43
12529,India,Sorghum,2001,7715,1083.0,43720.04,24.5
7874,Ecuador,Potatoes,2006,69768,2274.0,7953.42,22.31
6125,Canada,Wheat,2013,35943,537.0,81659.8,10.11
21476,Nicaragua,Sorghum,2011,19105,2280.0,4932.05,26.94
27252,Uganda,Potatoes,2001,69589,1180.0,88.0,23.47
21369,Nicaragua,Plantains and others,1997,100000,2280.0,3207.4,27.43
17226,Kazakhstan,"Rice, paddy",1998,32162,250.0,6416.14,3.25
13864,India,Cassava,2010,347555,1083.0,40093.69,25.54
14590,Indonesia,Cassava,1991,120946,2702.0,3259.0,26.61
11210,India,Cassava,1994,245277,1083.0,61357.0,25.22
6057,Canada,Wheat,2010,28085,537.0,61050.0,8.33
21679,Norway,Wheat,2001,40738,1414.0,512.66,2.68
12934,India,Sweet potatoes,2004,88588,1083.0,35113.0,24.85
20068,Mexico,Cassava,2008,143579,758.0,61732.11,19.45
20687,Morocco,Sorghum,2006,7841,346.0,13697.0,18.38
27818,Uruguay,Maize,2006,41837,1300.0,9143.45,17.13
10184,Honduras,Cassava,1993,70729,1976.0,6768.0,24.58
25038,South Africa,Potatoes,2008,340000,495.0,26857.0,15.75
51,Albania,Maize,2001,38135,1485.0,628.79,16.59
16476,Japan,Yams,1996,194514,1668.0,79821.18,12.61
22478,Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,27.88
9923,Guyana,Maize,2005,12500,2387.0,270.78,27.71
22990,Pakistan,Sorghum,2011,6417,494.0,1979.27,23.36
4329,Brazil,Cassava,2009,138613,1761.0,335742.0,20.78
17984,Libya,Maize,2012,21613,56.0,3548.0,20.81
16783,Japan,"Rice, paddy",2005,66483,1668.0,63829.77,15.75
26884,Turkey,Maize,2005,70000,593.0,40332.0,17.78
10537,India,Maize,1990,15178,1083.0,75000.0,25.68
11277,India,"Rice, paddy",1994,28645,1083.0,61357.0,25.33
10510,India,Cassava,1990,205381,1083.0,75000.0,26.91
7444,Dominican Republic,Maize,2013,15764,1410.0,6316.61,26.51
20487,Morocco,Potatoes,1991,171948,346.0,9771.14,17.25
8554,El Salvador,Maize,2010,30253,1784.0,3598.59,25.96
10220,Honduras,Cassava,1997,50689,1976.0,6980.0,25.03
24381,Senegal,Cassava,1998,49527,686.0,450.71,26.03
13454,India,Sweet potatoes,2007,86976,1083.0,27422.77,25.46
23730,Portugal,Potatoes,2013,182243,854.0,10126.8,16.77
23796,Qatar,Potatoes,2011,180000,74.0,68.0,28.23
5340,Burundi,Maize,2013,13218,1274.0,956.06,21.53
22371,Pakistan,Soybeans,2000,12160,494.0,27885.0,23.6
7971,Ecuador,Cassava,2010,32033,2274.0,31637.12,21.98
15447,Iraq,Soybeans,1995,14000,216.0,816.0,19.86
3869,Brazil,"Rice, paddy",2004,35565,1761.0,214725.0,18.75
19410,Mexico,Sweet potatoes,1996,185891,758.0,34468.93,20.79
25063,South Africa,Potatoes,2009,339378,495.0,26857.0,20.71
24700,South Africa,Potatoes,1995,257634,495.0,18025.0,15.77
2593,Brazil,Sorghum,1990,17150,1761.0,49695.0,18.47
8484,El Salvador,Potatoes,2000,231200,1784.0,2698.93,25.78
12712,India,Sorghum,2002,7602,1083.0,42482.56,27.03
11184,India,Wheat,1993,23267,1083.0,66388.0,25.88
6050,Canada,Soybeans,2010,29515,537.0,61050.0,7.77
16947,Japan,Potatoes,2009,295909,1668.0,60970.8,16.02
8166,Egypt,Potatoes,1996,202048,51.0,4499.0,21.88
13336,India,Cassava,2007,322204,1083.0,27422.77,24.59
9703,Guinea,Maize,1993,11255,1651.0,21.0,27.25
14298,India,Sorghum,2012,9568,1083.0,52980.0,24.37
9705,Guinea,"Rice, paddy",1993,17116,1651.0,21.0,27.25
10265,Honduras,Cassava,2002,34738,1976.0,1772.3,24.61
7636,Ecuador,Sorghum,1996,11725,2274.0,2407.0,17.23
22141,Pakistan,Wheat,1996,20184,494.0,11955.0,18.72
10564,India,Potatoes,1990,157136,1083.0,75000.0,24.37
16831,Japan,Soybeans,2006,16129,1668.0,65248.26,15.87
13203,India,Potatoes,2006,185920,1083.0,37423.0,26.94
13410,India,Sorghum,2007,8443,1083.0,27422.77,25.46
5396,Cameroon,Wheat,1994,12937,1604.0,411.42,24.93
26577,Turkey,Maize,1992,42427,593.0,27110.0,10.77
15595,Iraq,Maize,2009,20878,216.0,1429.27,20.26
16452,Japan,"Rice, paddy",1996,65402,1668.0,79821.18,12.61
26959,Turkey,Sorghum,2007,32222,593.0,48715.51,18.6
2999,Brazil,Soybeans,1994,21632,1761.0,84312.78,26.9
4746,Brazil,Potatoes,2013,277517,1761.0,367778.0,27.71
8532,El Salvador,Potatoes,2007,218481,1784.0,1940.78,26.02
18692,Mali,Sweet potatoes,2011,181391,282.0,3.25,27.79
24372,Senegal,"Rice, paddy",1996,20157,686.0,411.33,25.49
15765,Italy,Soybeans,1994,33501,832.0,81217.6,13.53
5691,Canada,Soybeans,1994,27447,537.0,29206.0,8.27
27783,Uruguay,Maize,2000,15296,1300.0,3650.08,16.95
3017,Brazil,Wheat,1994,15541,1761.0,84312.78,18.42
18419,Malaysia,Maize,1991,17500,2875.0,39406.48,27.04
15285,Indonesia,Potatoes,2011,159562,2702.0,1597.0,27.39
4075,Brazil,Sorghum,2006,22223,1761.0,238716.0,27.76
16642,Japan,Yams,2000,226577,1668.0,79821.18,15.58
16360,Japan,Potatoes,1994,312107,1668.0,79821.18,16.06
9664,Guatemala,Maize,2012,20348,1996.0,19726.3,19.88
21436,Nicaragua,Sorghum,2006,18606,2280.0,6889.26,27.35
10307,Honduras,Soybeans,2007,20824,1976.0,5283.93,24.55
12961,India,Wheat,2004,27132,1083.0,35113.0,27.16
12442,India,Cassava,2001,266998,1083.0,43720.04,25.53
27827,Uruguay,"Rice, paddy",2007,78796,1300.0,14057.2,16.53
3495,Brazil,Soybeans,1999,23724,1761.0,127585.0,18.39
15312,Indonesia,Maize,2012,48987,2702.0,1597.0,25.59
20858,Mozambique,Potatoes,1999,125402,1032.0,43.34,22.19
14713,Indonesia,"Rice, paddy",1994,43453,2702.0,1597.0,27.12
1485,Australia,Maize,2007,49103,534.0,32446.25,18.02
23913,Romania,Potatoes,2009,153812,637.0,6548.7,12.47
19246,Mexico,Maize,1994,22255,758.0,34468.93,21.46
4267,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,24.26
16407,Japan,"Rice, paddy",1995,63432,1668.0,79821.18,15.32
15880,Italy,Wheat,2002,31247,832.0,94211.0,8.15
76,Albania,Potatoes,2008,193878,1485.0,1069.54,16.71
3046,Brazil,Cassava,1995,130631,1761.0,92967.22,24.77
2036,Bahamas,Sweet potatoes,2009,34560,1292.0,268.2,25.46
3065,Brazil,Potatoes,1995,152304,1761.0,92967.22,27.34
18075,Madagascar,Maize,1992,8125,1513.0,101.06,19.76
21383,Nicaragua,Cassava,1999,108421,2280.0,4097.16,26.82
6375,Chile,"Rice, paddy",1998,39089,1522.0,15373.0,13.19
7871,Ecuador,Plantains and others,2006,56123,2274.0,7953.42,22.31
22049,Pakistan,Sorghum,1995,6099,494.0,7681.0,24.58
6927,Colombia,Sorghum,2013,32034,3240.0,54563.38,27.6
1041,Australia,Sorghum,1995,18555,534.0,25598.0,16.95
25532,Spain,Wheat,2006,28755,636.0,39767.0,17.81
16498,Japan,Soybeans,1997,17380,1668.0,79821.18,15.37
6991,Croatia,Potatoes,2004,153997,1113.0,2174.0,10.06
4250,Brazil,Potatoes,2008,253729,1761.0,312637.0,17.88
7550,Ecuador,Potatoes,1993,74694,2274.0,1844.0,22.15
8422,El Salvador,Sorghum,1992,14383,1784.0,3940.77,26.22
1501,Australia,Sorghum,2007,20918,534.0,32446.25,14.99
3853,Brazil,Potatoes,2004,213525,1761.0,214725.0,17.88
5813,Canada,Wheat,1999,25971,537.0,44293.0,9.53
26672,Turkey,Wheat,1995,19315,593.0,27328.0,12.06
24171,Saudi Arabia,Wheat,1992,44609,59.0,994.0,24.74
7644,Ecuador,Wheat,1996,6176,2274.0,2407.0,21.34
23334,Peru,"Rice, paddy",1992,49812,1738.0,3134.0,17.96
10895,India,Maize,1992,16758,1083.0,70791.0,26.78
25401,Spain,Soybeans,1999,22857,636.0,33614.0,12.09
20414,Mexico,"Rice, paddy",2013,54252,758.0,59920.18,22.19
3598,Brazil,Sweet potatoes,2000,110351,1761.0,140423.0,21.69
21126,Nepal,Maize,2009,22054,1500.0,209.52,15.91
1480,Australia,Maize,2007,49103,534.0,32446.25,17.49
15500,Iraq,Potatoes,2000,140645,216.0,548.0,23.9
17512,Kenya,Maize,2001,17012,630.0,1578.0,16.1
7410,Dominican Republic,Cassava,2011,78686,1410.0,6316.61,26.79
15536,Iraq,Potatoes,2004,162581,216.0,828.62,23.72
16078,Jamaica,Cassava,1998,191949,2051.0,909.71,27.8
6278,Central African Republic,Maize,2012,17505,1342.0,22.87,25.28
81,Albania,Soybeans,2009,16667,1485.0,1132.5,16.73
23192,Papua New Guinea,Yams,1995,174933,3142.0,105.0,25.44
13453,India,Sweet potatoes,2007,86976,1083.0,27422.77,24.6
21728,Pakistan,"Rice, paddy",1990,23151,494.0,5299.0,23.14
18275,Malawi,Sorghum,1994,3059,1181.0,173.19,20.59
13080,India,Soybeans,2005,10734,1083.0,35342.0,25.48
26797,Turkey,Wheat,2000,22928,593.0,33471.0,12.03
17439,Kenya,Wheat,1993,13795,630.0,3469.0,16.36
17708,Lebanon,Wheat,1998,20667,661.0,1816.0,20.19
28118,Zimbabwe,Sorghum,1997,3585,657.0,2762.0,20.63
3822,Brazil,Yams,2002,92000,1761.0,145552.0,27.85
21888,Pakistan,Wheat,1992,19910,494.0,5518.0,25.71
26828,Turkey,Maize,2002,42163,593.0,27915.0,14.51
11244,India,Maize,1994,14480,1083.0,61357.0,24.84
19940,Mexico,Cassava,2006,137648,758.0,50891.95,19.53
19852,Mexico,Soybeans,2004,15010,758.0,26433.14,19.56
18236,Madagascar,Potatoes,2013,59375,1513.0,507.94,19.34
10247,Honduras,Cassava,2000,39900,1976.0,4376.0,24.43
5044,Burkina Faso,Yams,2000,82928,748.0,75.44,28.6
14346,India,Sweet potatoes,2012,97174,1083.0,52980.0,25.3
24834,South Africa,Wheat,1999,24137,495.0,26098.8,16.09
3838,Brazil,Cassava,2004,136343,1761.0,214725.0,24.24
6351,Chile,Maize,1996,94453,1522.0,15373.0,13.16
3231,Brazil,Yams,1996,91837,1761.0,101621.67,18.63
588,Argentina,Maize,2004,63931,591.0,65003.34,18.11
14340,India,Sweet potatoes,2012,97174,1083.0,52980.0,25.88
27710,United Kingdom,Wheat,2013,73838,1220.0,17673.46,9.57
17744,Lebanon,Wheat,2008,28798,661.0,1816.0,20.24
16123,Jamaica,Potatoes,2005,156141,2051.0,909.71,27.34
24673,South Africa,Potatoes,1994,232625,495.0,16582.0,18.48
24350,Senegal,Sweet potatoes,1992,54350,686.0,384.0,25.09
3279,Brazil,Sorghum,1997,19757,1761.0,110276.11,21.91
9066,Germany,Maize,2006,80307,700.0,38540.15,10.15
15367,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.37
15611,Iraq,"Rice, paddy",2010,32482,216.0,1612.61,21.97
4923,Bulgaria,"Rice, paddy",2008,49621,608.0,1846.0,9.9
14882,Indonesia,Maize,1999,26629,2702.0,1597.0,26.82
2347,Bangladesh,Wheat,2011,26012,2666.0,14798.28,25.8
25489,Spain,Sweet potatoes,2004,165915,636.0,47445.0,17.41
14294,India,Sorghum,2012,9568,1083.0,52980.0,28.02
24559,South Africa,Potatoes,1990,200263,495.0,16582.0,20.56
21414,Nicaragua,Yams,2002,132863,2280.0,5715.36,27.0
8860,France,Wheat,2008,71018,867.0,78577.0,11.28
3033,Brazil,Yams,1994,91667,1761.0,84312.78,19.15
5289,Burundi,Sorghum,2007,12964,1274.0,412.66,21.28
11966,India,Potatoes,1998,146020,1083.0,49157.0,24.34
9895,Guyana,"Rice, paddy",1999,38246,2387.0,289.9,27.16
25621,Spain,Maize,2011,113738,636.0,53549.0,17.98
12026,India,Soybeans,1998,11001,1083.0,49157.0,25.77
8562,El Salvador,Maize,2011,28181,1784.0,3231.13,25.95
17259,Kazakhstan,Potatoes,2001,132897,250.0,3007.26,7.23
1618,Australia,"Rice, paddy",2010,103895,534.0,42169.39,16.72
7045,Denmark,Wheat,2011,64672,703.0,4249.48,9.31
24873,South Africa,"Rice, paddy",2001,22857,495.0,26857.0,18.92
4274,Brazil,Sorghum,2008,24105,1761.0,312637.0,20.22
13388,India,"Rice, paddy",2007,32924,1083.0,27422.77,25.46
10411,Hungary,Wheat,1997,42153,589.0,4445.0,9.89
1950,Azerbaijan,"Rice, paddy",2007,33886,447.0,148.68,12.75
10928,India,"Rice, paddy",1992,26092,1083.0,70791.0,27.24
21490,Nicaragua,Potatoes,2013,170847,2280.0,4413.82,27.26
19336,Mexico,Soybeans,1995,14121,758.0,34468.93,21.5
1068,Australia,Potatoes,1996,312853,534.0,31185.0,11.29
17827,Lesotho,Sorghum,2006,3290,788.0,5.25,14.18
2274,Bangladesh,Sweet potatoes,2006,90254,2666.0,9074.43,26.44
11159,India,Soybeans,1993,10857,1083.0,66388.0,27.04
12938,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.32
12445,India,Cassava,2001,266998,1083.0,43720.04,26.52
1265,Australia,Wheat,2000,18209,534.0,33475.0,19.89
12386,India,Soybeans,2000,8222,1083.0,44957.52,26.05
2845,Brazil,Cassava,1993,120628,1761.0,75658.33,26.89
21536,Niger,Wheat,1995,34444,151.0,62.0,29.56
8774,France,Sorghum,1993,61242,867.0,91953.0,10.7
22835,Pakistan,Wheat,2008,24514,494.0,4946.79,23.21
27722,Uruguay,"Rice, paddy",1991,47767,1300.0,1762.01,16.95
347,Angola,Potatoes,2010,87425,1010.0,40.0,24.44
24193,Saudi Arabia,Sorghum,1995,11477,59.0,994.0,26.33
2260,Bangladesh,Sweet potatoes,2005,88704,2666.0,7605.01,26.19
6277,Central African Republic,Cassava,2012,28132,1342.0,22.87,25.28
25097,South Africa,"Rice, paddy",2010,25885,495.0,26857.0,19.31
19419,Mexico,Wheat,1996,41706,758.0,34468.93,22.91
9919,Guyana,"Rice, paddy",2004,43294,2387.0,289.9,27.45
8744,Finland,Wheat,2009,41027,536.0,1693.8,5.49
24884,South Africa,Sweet potatoes,2001,34804,495.0,26857.0,15.68
9029,Germany,Soybeans,2001,19584,700.0,33423.49,9.69
15487,Iraq,Maize,1999,19167,216.0,508.0,20.85
11019,India,Wheat,1992,23940,1083.0,70791.0,25.27
255,Angola,Cassava,1997,44205,1010.0,40.0,24.06
25710,Sri Lanka,"Rice, paddy",1993,31350,1712.0,1753.2,26.37
7283,Dominican Republic,Cassava,2002,69924,1410.0,4018.07,27.05
12970,India,Cassava,2005,304978,1083.0,35342.0,25.48
1421,Australia,Soybeans,2005,16810,534.0,34310.0,20.71
21611,Niger,Sorghum,2007,3435,151.0,30.57,29.85
16491,Japan,"Rice, paddy",1997,64163,1668.0,79821.18,15.89
13342,India,Maize,2007,23352,1083.0,27422.77,25.98
16800,Japan,Sweet potatoes,2005,258088,1668.0,63829.77,12.99
6516,Chile,"Rice, paddy",2013,62051,1522.0,9830.72,5.94
246,Angola,"Rice, paddy",1995,14615,1010.0,336.0,24.56
15066,Indonesia,Potatoes,2005,164014,2702.0,1597.0,25.59
25104,South Africa,Soybeans,2010,18173,495.0,26857.0,16.11
26894,Turkey,"Rice, paddy",2005,70664,593.0,40332.0,17.78
14676,Indonesia,"Rice, paddy",1993,43750,2702.0,1597.0,25.46
14193,India,Wheat,2011,29886,1083.0,55540.0,26.84
14864,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.72
8775,France,Soybeans,1993,24636,867.0,91953.0,10.7
4606,Brazil,Wheat,2011,26602,1761.0,345026.0,18.82
23557,Poland,Wheat,2002,38539,600.0,10358.0,9.14
16049,Jamaica,Yams,1993,160573,2051.0,1415.65,27.02
16116,Jamaica,Potatoes,2004,156346,2051.0,909.71,27.47
27953,Zambia,Wheat,1999,69777,1020.0,1670.0,20.53
39,Albania,Maize,1998,33416,1485.0,439.89,16.27
14179,India,Wheat,2011,29886,1083.0,55540.0,24.35
9551,Guatemala,Sorghum,1998,11699,1996.0,10834.74,20.36
22367,Pakistan,Sorghum,2000,6179,494.0,27885.0,23.6
18190,Madagascar,Sorghum,2007,6164,1513.0,93.88,20.02
